902；olheira；黑眼圈；s. f.;Ele está com olheiras por falta de sono.;
903；ombro；肩膀；s. m.;Leva o saco ao ombro.;
904；omissão；遺漏；s. f.;Houve uma omissão no relatório.;
905；onde；哪裡；adv.;Onde é que compraste esse livro?;
906；ondulação；波動；s. f.;A ondulação do cabelo é natural.;
907；operação；手術；運算；s. f.;A operação ao coração foi bem-sucedida.;
908；opinião；意見；s. f.;Na minha opinião, devemos esperar.;
909；oportunidade；機會；s. f.;Esta é uma grande oportunidade.;oportunidade de
910；oposição；反對；在野黨；s. f.;A oposição criticou a medida.;
911；optar；選擇；v. i.;Optei por estudar medicina.;optar por
912；orçamento；預算；s. m.;O orçamento anual foi aprovado.;
913；ordem；命令；順序；s. f.;Os livros estão por ordem alfabética.;ordem de
914；organização；組織；s. f.;A organização do evento foi impecável.;
915；órgão；器官；機構；s. m.;O coração é um órgão vital.;
916；orientação；方向；指導；s. f.;Preciso de orientação profissional.;
917；original；原創的；adj.;A ideia é muito original.;
918；ornamento；裝飾；s. m.;Os ornamentos de Natal enfeitam a rua.;
919；osso；骨頭；s. m.;O cão enterrou o osso.;
920；outono；秋天；s. m.;No outono as folhas caem.;
921；outro；另一個；adj. e pron.;Quero outro café, por favor.;
922；ouvir；聽；v. t.;Gosto de ouvir música clássica.;ouvir o
923；ovelha；羊；s. f.;As ovelhas pastam no campo.;
924；paciente；病人；有耐心的；s. m. e f. e adj.;O paciente está a recuperar bem.;
925；pacote；包裹；s. m.;Recebi um pacote pelo correio.;
926；página；頁面；s. f.;A página vinte do livro é importante.;
927；pagamento；付款；s. m.;O pagamento é feito no final do mês.;
928；país；國家；s. m.;Portugal é um país pequeno.;
929；paisagem；風景；s. f.;A paisagem da serra é magnífica.;
930；palavra；單詞；s. f.;Esta palavra é difícil de pronunciar.;
931；palco；舞台；s. m.;O ator entrou no palco.;
932；palestra；講座；s. f.;A palestra sobre ambiente foi interessante.;
933；palhaço；小丑；s. m.;O palhaço fez as crianças rir.;
934；palmo；掌寬；s. m.;A mesa mede quatro palmos de largura.;
935；pampa；草原；s. m.;O pampa argentino é vasto.;
936；pânico；恐慌；s. m.;O incêndio causou pânico na população.;
937；panorama；全景；s. m.;O panorama da cidade é deslumbrante.;
938；pantanal；沼澤；s. m.;O pantanal é rico em biodiversidade.;
939；pão；麵包；s. m.;O pão português é muito saboroso.;
940；papel；紙；角色；s. m.;Ela teve um papel importante no projeto.;
941；papelaria；文具店；s. f.;Comprei canetas na papelaria.;
942；paragem；停靠站；停止；s. f.;O autocarro parou na paragem.;
943；parar；停止；v. i. e t.;O carro parou no semáforo.;parar de
944；parecer；看起來；意見；v. i. e s. m.;Parece que vai chover.;
945；parede；牆壁；s. f.;A parede está pintada de azul.;
946；parente；親戚；s. m. e f.;Os parentes vieram visitar-nos.;
947；parque；公園；s. m.;O parque da cidade é lindo.;
948；parte；部分；s. f.;Uma parte do trabalho está feita.;parte de
949；participação；參與；s. f.;A participação no evento foi massiva.;
950；partida；出發；比賽；s. f.;A partida do voo é às oito.;
951；partilhar；分享；v. t.;Ela partilhou a comida com os amigos.;partilhar com
952；partir；離開；打破；v. t. e i.;O copo partiu-se no chão.;partir de
953；parvoíce；蠢話；s. f.;Não digas parvoíces.;
954；passado；過去；adj. e s. m.;No passado, a vida era diferente.;
955；passagem；通道；票價；s. f.;A passagem de avião está cara.;
956；passageiro；乘客；短暫的；s. m. e adj.;Os passageiros aguardam no aeroporto.;
957；passaporte；護照；s. m.;Precisas de passaporte para viajar.;
958；passar；經過；傳遞；v. i. e t.;O tempo passa depressa.;passar por
959；passatempo；消遣；s. m.;O meu passatempo favorito é ler.;
960；passo；步伐；步驟；s. m.;Dá o primeiro passo.;
961；pasta；文件夾；麵團；s. f.;Guarda os documentos na pasta.;
962；pastelaria；糕點店；s. f.;A pastelaria vende pastéis de nata.;
963；pastor；牧羊人；牧師；s. m.;O pastor guia o rebanho.;
964；pátio；庭院；s. m.;O pátio da escola é grande.;
965；patrão；老闆；s. m.;O patrão aumentou o salário.;
966；património；遺產；s. m.;O património cultural deve ser preservado.;
967；pátria；祖國；s. f.;Amo a minha pátria.;
968；pausa；暫停；s. f.;Vamos fazer uma pausa de dez minutos.;
969；pavimento；地板；路面；s. m.;O pavimento da cozinha é de mármore.;
970；pavor；恐懼；s. m.;Ela tem pavor de aranhas.;pavor de
971；pecado；罪；s. m.;Na tradição cristã, o pecado é grave.;
972；peculiar；特殊的；adj.;O sabor é peculiar mas agradável.;
973；pedaço；塊；s. m.;Quero um pedaço de bolo.;
974；pedido；請求；s. m.;Fiz um pedido de emprego.;
975；pedra；石頭；s. f.;A pedra é muito pesada.;
976；pega-pega；捉迷藏；s. m.;As crianças brincam ao pega-pega.;
977；pegada；腳印；s. f.;Há pegadas de animal na areia.;
978；pele；皮膚；s. f.;A pele dela é macia.;
979；película；薄膜；底片；s. f.;A película do telemóvel riscou-se.;
980；pena；筆；羽毛；遺憾；s. f.;Escreve com a pena.;pena de
981；pendente；懸掛的；待辦的；adj.;O assunto ainda está pendente.;
982；penetrar；穿透；v. t.;A luz penetrou pela janela.;penetrar em
983；pensão；退休金；旅館；s. f.;A pensão do idoso é baixa.;
984；pensar；思考；v. t.;Penso que devemos aceitar a proposta.;pensar em
985；pequeno-almoço；早餐；s. m.;O pequeno-almoço é servido às oito.;
986；perante；面對；prep.;Perante a situação, ele manteve a calma.;
987；perceber；理解；v. t.;Percebeste a explicação?;perceber de
988；percurso；路線；s. m.;O percurso da caminhada é de dez quilómetros.;
989；perda；損失；s. f.;A perda do contrato foi um golpe.;perda de
990；perder；失去；v. t.;Não quero perder o comboio.;perder de
991；perfeição；完美；s. f.;A perfeição é difícil de alcançar.;
992；perfume；香水；s. m.;Ela usa um perfume suave.;
993；pergunta；問題；s. f.;Tens alguma pergunta?;
994；perigo；危險；s. m.;O perigo de incêndio é elevado.;perigo de
995；período；時期；s. m.;O período de férias começa em agosto.;
996；permanecer；停留；v. i.;Ela permaneceu calma durante a crise.;
997；permissão；許可；s. f.;Precisas de permissão para entrar.;
998；permitir；允許；v. t.;A lei não permite fumar aqui.;permitir que
999；persistir；堅持；v. i.;Ele persiste no objetivo apesar das dificuldades.;persistir em
1000；personalidade；個性；人格；s. f.;Ela tem uma personalidade forte.;
a medo que；以免；locução conjuntiva；Fechou a janela a medo que entrasse chuva.；a medo que
a partir de；從…開始；locução prepositiva；A partir de amanhã, vou começar a fazer exercício.；a partir de
a propósito；對了，順便一提；locução adverbial；A propósito, sabes se a Maria vem à festa?；—
a sério；認真地；locução adverbial；Estás a falar a sério ou estás a brincar?；—
abalar；動搖；verbo；As notícias abalaram toda a comunidade.；—
abanar；搖晃；verbo；O cão abanou a cauda quando me viu.；—
abastecer；補給，供應；verbo；Temos de abastecer o carro antes da viagem.；abastecer de
aborrecer；使厭煩；verbo；Este filme está a aborrecer-me imenso.；—
aborrecido；無聊的；adjetivo；Estou muito aborrecido com esta situação.；—
abrir mão de；放棄；locução verbal；Nunca vou abrir mão dos meus sonhos.；abrir mão de
abulia；意志力缺失；substantivo feminino；A abulia impede-o de tomar decisões simples.；—
acabar por；最終；locução verbal；Acabei por aceitar o convite dela.；acabar por
aceder；同意；verbo；O diretor acedeu ao nosso pedido de férias.；aceder a
acertar；命中，做對；verbo；Acertaste na resposta. Parabéns!；acertar em
acionar；啟動；verbo；É preciso acionar o alarme em caso de incêndio.；—
acolhedor；溫馨的，熱情的；adjetivo；A casa dela é tão acolhedora e bonita.；—
aconselhável；可取的，明智的；adjetivo；É aconselhável levar um casaco porque vai fazer frio.；—
aconselhar；建議；verbo；Aconselho-te a estudares mais para o exame.；aconselhar a
acrescentar；添加；verbo；Queres acrescentar alguma coisa à lista?；acrescentar a
adequado；適當的；adjetivo；Este vestido não é adequado para a ocasião.；—
adiamento；延遲；substantivo masculino；O adiamento do concerto deixou os fãs desapontados.；—
adiar；推遲；verbo；Vamos ter de adiar a reunião para a próxima semana.；—
administração；管理，行政；substantivo feminino；A administração da empresa tomou uma decisão difícil.；—
admirar；欽佩；verbo；Admiro muito a tua determinação.；—
admitir；承認，接納；verbo；Ele admitiu que cometeu um erro grave.；—
adolescente；青少年；substantivo masculino e feminino；Os adolescentes passam muito tempo no telemóvel.；—
adotar；採納，收養；verbo；Eles decidiram adotar um cão do canil.；—
adquirir；獲得；verbo；Adquirimos novos conhecimentos durante o curso.；—
adversidade；逆境；substantivo feminino；Ele enfrentou muitas adversidades na vida.；—
afastar；移開，遠離；verbo；Afasta-te do fogo, é perigoso!；afastar-se de
afetar；影響；verbo；A crise económica afetou muitas famílias.；—
afeto；情感；substantivo masculino；A criança precisa de afeto para se desenvolver bem.；—
afligir；使痛苦；verbo；Não te aflijas com coisas que não podes controlar.；afligir-se com
agência；機構，代理處；substantivo feminino；Trabalho numa agência de viagens.；—
agenda；議程，日程本；substantivo feminino；Vou consultar a minha agenda para ver se estou livre.；—
agente；代理人；substantivo masculino e feminino；O agente imobiliário mostrou-nos três casas.；—
agir；行動；verbo；Temos de agir rapidamente para resolver o problema.；—
agitação；激動，騷動；substantivo feminino；A agitação na sala era evidente antes do exame.；—
agradar；使愉快；verbo；O objetivo é agradar a todos os clientes.；agradar a
agravar；惡化；verbo；A situação agravou-se com a falta de chuva.；—
agredir；攻擊；verbo；O homem foi agredido na rua durante a noite.；—
agressivo；侵略的，好鬥的；adjetivo；O cão tornou-se agressivo depois do acidente.；—
ajudar；幫助；verbo；Posso ajudar-te com os trabalhos de casa.；ajudar a
ajustar；調整；verbo；Precisamos de ajustar o orçamento para este mês.；ajustar a
alargar；擴大；verbo；A empresa vai alargar a sua equipa de vendas.；—
alarmar；警告，使驚慌；verbo；Os resultados alarmaram os investigadores.；—
alcançar；達到，觸及；verbo；Ela alcançou todos os objetivos que definiu.；—
alcance；範圍；substantivo masculino；O problema está fora do meu alcance.；ao alcance de
alegar；聲稱；verbo；O suspeito alegou que estava em casa naquela noite.；—
alegremente；快樂地；advérbio；As crianças cantavam alegremente no jardim.；—
aleijar；使殘廢；verbo；O acidente aleijou-o para o resto da vida.；—
alertar；警報，提醒；verbo；Alertámos os vizinhos para o perigo de incêndio.；alertar para
alfaiate；裁縫；substantivo masculino；O alfaiate fez um fato à medida para o casamento.；—
alforreca；水母；substantivo feminino；Fui picado por uma alforreca na praia.；—
alhear；疏遠，置身事外；verbo；Não te alheies dos problemas da família.；alhear-se de
aliás；其實，此外；advérbio；Ele é muito simpático, aliás, é a pessoa mais gentil que conheço.；—
aliciar；引誘；verbo；Tentaram aliciá-lo com uma oferta de emprego tentadora.；—
alimentação；飲食，營養；substantivo feminino；A alimentação saudável é essencial para o bem-estar.；—
alívio；解脫，緩解；substantivo masculino；Foi um grande alívio saber que ela está bem.；—
alojamento；住宿；substantivo masculino；O alojamento no hotel era confortável e limpo.；—
alteração；改變，變更；substantivo feminino；Houve uma alteração no horário dos comboios.；—
alterar；改變；verbo；As novas regras vão alterar a forma como trabalhamos.；—
alternativa；替代方案；substantivo feminino；Não tenho outra alternativa senão aceitar.；—
altivez；傲慢；substantivo feminino；A altivez dele afasta as pessoas.；—
altura；高度，時候；substantivo feminino；Na altura do exame, estava muito nervoso.；—
alugar；租用；verbo；Vamos alugar um carro para a viagem ao Algarve.；—
aluno；學生；substantivo masculino；Os alunos daquela escola são muito dedicados.；—
amabilidade；親切；substantivo feminino；Agradeço a tua amabilidade em ajudar-me.；—
amadurecer；成熟；verbo；Precisa de amadurecer antes de tomar essa decisão.；—
amanhecer；天亮，黎明；verbo；O dia amanheceu nublado e frio.；—
amante；愛好者，情人；substantivo masculino e feminino；Ele é um amante da boa música.；—
ambiguo；模棱兩可的；adjetivo；A resposta dele foi ambígua e deixou-nos confusos.；—
ambição；野心，抱負；substantivo feminino；A ambição dele levou-o longe na carreira.；—
ambicioso；有抱負的；adjetivo；Ela é uma profissional muito ambiciosa.；—
ambiente；環境；substantivo masculino；Precisamos de proteger o ambiente para as futuras gerações.；—
ambos；兩者；pronome；Ambos os candidatos estão qualificados para o cargo.；—
amenizar；緩和；verbo；Vamos tentar amenizar a situação com um pedido de desculpas.；—
amigável；友好的；adjetivo；O novo vizinho é muito amigável e conversador.；—
amostra；樣本；substantivo feminino；Colheram uma amostra de sangue para análise.；—
ampliar；擴大，放大；verbo；Vamos ampliar a fotografia para ver os detalhes.；—
analfabeto；文盲的；adjetivo；Infelizmente, ainda há muitas pessoas analfabetas no mundo.；—
análise；分析；substantivo feminino；A análise dos dados revelou resultados surpreendentes.；—
analisar；分析；verbo；Precisamos de analisar a situação com calma.；—
andar；行走，樓層；verbo/substantivo masculino；Moro no terceiro andar daquele prédio.；—
anexar；附上；verbo；Vou anexar o documento ao e-mail.；anexar a
angústia；痛苦，焦慮；substantivo feminino；A angústia tomou conta dela depois da notícia.；—
animado；興奮的，活潑的；adjetivo；Estou muito animado com a viagem de amanhã.；—
aniquilar；消滅；verbo；O exército aniquilou as forças inimigas.；—
aniversário；生日，週年；substantivo masculino；O meu aniversário é no dia 15 de março.；—
anormal；異常的；adjetivo；O comportamento dele é completamente anormal.；—
anotar；註記；verbo；Anotei todas as ideias importantes da reunião.；—
ansiedade；焦慮；substantivo feminino；Ela sofre de ansiedade antes dos exames.；—
ansioso；焦慮的；adjetivo；Estou ansioso pelos resultados dos testes.；ansioso por
antecipar；預期；verbo；Antecipámos as necessidades dos nossos clientes.；—
antepassado；祖先；substantivo masculino；Os meus antepassados vieram dos Açores.；—
anterior；先前的；adjetivo；No capítulo anterior, vimos como usar o presente.；—
anteriormente；先前；advérbio；Como referi anteriormente, o projeto está atrasado.；—
anti-；反…；prefixo；Ele tem uma atitude anti-imigração preocupante.；—
antibiótico；抗生素；substantivo masculino；O médico receitou um antibiótico para a infeção.；—
antipatia；厭惡；substantivo feminino；Senti uma antipatia imediata por ele.；—
anual；每年的；adjetivo；O relatório anual da empresa será publicado em janeiro.；—
anular；取消，廢除；verbo；Tivemos de anular a reserva do hotel.；—
anunciar；宣布；verbo；O governo anunciou novas medidas económicas.；—
anúncio；廣告，公告；substantivo masculino；Vi um anúncio de emprego interessante no jornal.；—
apagar；熄滅，刪除；verbo；Apaga a luz antes de saíres do quarto.；—
apaixonar；使愛上；verbo；Ela apaixonou-se pelo colega de trabalho.；apaixonar-se por
apanhar；抓住，採摘；verbo；Vou apanhar o comboio das oito da manhã.；—
aparência；外觀；substantivo feminino；A aparência dele mudou muito depois do acidente.；—
aparentar；顯得；verbo；Ele aparenta estar contente, mas não está.；—
aparentemente；顯然地；advérbio；Aparentemente, eles já se conheciam há anos.；—
apaziguar；安撫；verbo；Tentou apaziguar a discussão com palavras calmas.；—
apedrejar；向…扔石頭；verbo；Os manifestantes apedrejaram o edifício do governo.；—
aperceber；察覺；verbo；Apercebi-me do erro tarde demais.；aperceber-se de
apesar de；儘管；locução prepositiva；Apesar da chuva, fomos à praia.；apesar de
apetecer；想要，渴望；verbo；Apetecia-me muito um gelado agora.；apetecer a
apetite；食慾；substantivo masculino；O exercício abre o apetite.；—
apimentar；加辣，使刺激；verbo；Vou apimentar um pouco a sopa.；—
aplaudir；鼓掌；verbo；O público aplaudiu no final do espetáculo.；—
aplicação；應用；substantivo feminino；Esta aplicação ajuda a aprender línguas.；—
aplicar；應用；verbo；É importante aplicar a teoria à prática.；aplicar a
apoiar；支持；verbo；A família apoiou-o durante a doença.；—
apontar；指向，指出；verbo；O professor apontou para o mapa.；apontar para
aposentar；退休；verbo；O meu pai vai aposentar-se no próximo ano.；aposentar-se
aposta；賭注；substantivo feminino；Fizemos uma aposta sobre quem ganha o jogo.；—
apostar；打賭；verbo；Aposto como ele vai chegar atrasado outra vez.；apostar em
apreciação；欣賞，評價；substantivo feminino；A tua apreciação do livro foi muito interessante.；—
apreciar；欣賞；verbo；Aprecio muito a tua honestidade.；—
apreender；扣押；verbo；A polícia apreendeu os documentos na busca.；—
aprendizagem；學習；substantivo feminino；A aprendizagem de uma língua exige dedicação.；—
apresentação；報告，介紹；substantivo feminino；A apresentação do projeto correu muito bem.；—
apresentar；介紹，呈現；verbo；Vou apresentar-te o meu irmão.；—
aprofundar；深化；verbo；Precisamos de aprofundar os nossos conhecimentos.；aprofundar em
apropriado；適當的；adjetivo；Este não é o momento apropriado para essa conversa.；—
aprovação；批准；substantivo feminino；O projeto aguarda a aprovação do governo.；—
aprovar；批准，通過；verbo；O parlamento aprovou a nova lei.；—
aproximar；接近；verbo；Aproxima-te para veres melhor o quadro.；aproximar-se de
aptidão；能力；substantivo feminino；Ele tem aptidão para a matemática.；aptidão para
apurado；精確的，細緻的；adjetivo；O trabalho dele é sempre muito apurado.；—
apurar；查明，精煉；verbo；A polícia está a apurar as causas do acidente.；—
árbitro；裁判；substantivo masculino；O árbitro marcou uma falta no jogador.；—
árduo；艱難的；adjetivo；Foi um trabalho árduo, mas valeu a pena.；—
arena；競技場；substantivo feminino；O concerto foi numa arena lotada.；—
argumentar；辯論，論證；verbo；Ela argumentou muito bem a sua posição.；argumentar sobre
argumento；論點；substantivo masculino；Os seus argumentos são muito convincentes.；—
arma；武器；substantivo feminino；É proibido andar armado em Portugal.；—
armadilha；陷阱；substantivo feminino；A caça com armadilhas é ilegal.；—
armário；櫥櫃；substantivo masculino；Guarda a roupa no armário, por favor.；—
arquivo；檔案；substantivo masculino；O arquivo da biblioteca tem documentos antigos.；—
arrancar；啟動，拔除；verbo；O carro não arranca de manhã.；—
arranjar；修理，安排；verbo；Preciso de arranjar o cano da cozinha.；—
arrasar；摧毀；verbo；A tempestade arrasou várias casas na região.；—
arrastar；拖動；verbo；Arrasta a cadeira para mais perto da mesa.；—
arrecadar；收集，募捐；verbo；A campanha arrecadou fundos para o hospital.；—
arrefecer；冷卻；verbo；Deixa a sopa arrefecer antes de comer.；—
arrepender；後悔；verbo；Arrependo-me de não ter estudado mais.；arrepender-se de
arriscar；冒險；verbo；Não quero arriscar a minha saúde.；arriscar a
arrojado；大膽的；adjetivo；Foi uma decisão arrojada para uma empresa pequena.；—
arrombamento；破門而入；substantivo masculino；Houve um arrombamento na loja da esquina.；—
articular；清晰表達，連接；verbo；Ela articula muito bem as ideias.；—
artigo；文章，物品；substantivo masculino；Escrevi um artigo sobre alterações climáticas.；—
artista；藝術家；substantivo masculino e feminino；O artista pintou um mural na cidade.；—
assalto；搶劫；substantivo masculino；Houve um assalto ao banco do centro.；—
assegurar；確保；verbo；Asseguro-te que tudo vai correr bem.；assegurar a
assembleia；集會，議會；substantivo feminino；A assembleia de condomínio é na quinta-feira.；—
assento；座位；substantivo masculino；Reservei dois assentos na fila da janela.；—
assimilar；吸收，同化；verbo；É difícil assimilar tanta informação de uma vez.；—
assinalar；標示，指出；verbo；O professor assinalou os erros no texto.；—
assistência；援助，出席；substantivo feminino；A assistência social ajudou a família.；—
assistir；參加，觀看；verbo；Vou assistir ao concerto hoje à noite.；assistir a
associação；協會，聯想；substantivo feminino；Ele é membro de uma associação cultural.；—
assumir；承擔，假設；verbo；Assumo a responsabilidade pelo erro.；—
assunto；主題；substantivo masculino；O assunto da reunião é o orçamento.；—
ataque；攻擊；substantivo masculino；O ataque ocorreu durante a madrugada.；—
atender；接待，回應；verbo；A secretária atendeu o telefone imediatamente.；atender a
atentado；襲擊；substantivo masculino；O atentado causou várias vítimas.；—
atento；專心的；adjetivo；Os alunos estavam atentos à explicação.；atento a
aterragem；著陸；substantivo feminino；A aterragem do avião foi suave.；—
aterrar；降落；verbo；O avião vai aterrar dentro de dez minutos.；—
atingir；達到，擊中；verbo；Atingimos a meta de vendas este mês.；—
atleta；運動員；substantivo masculino e feminino；A atleta ganhou a medalha de ouro.；—
atmosfera；氣氛，大氣；substantivo feminino；A atmosfera do restaurante é muito romântica.；—
atónito；驚愕的；adjetivo；Fiquei atónito com a notícia.；—
atrasar；延遲；verbo；O comboio atrasou-se por causa da neve.；atrasar-se
atrativo；有吸引力的；adjetivo；O novo parque é muito atrativo para as famílias.；—
atrever；敢；verbo；Não me atrevo a falar com ele sobre isso.；atrever-se a
atribuir；分配，歸因；verbo；Atribuíram-lhe a tarefa mais difícil.；atribuir a
atropelar；碾壓；verbo；O carro atropelou um gato na estrada.；—
atuar；行動，表演；verbo；O ator vai atuar numa peça nova.；—
audição；聽覺，聽證；substantivo feminino；A audição do músico foi impressionante.；—
auditório；禮堂；substantivo masculino；O auditório estava cheio para a palestra.；—
aumentar；增加；verbo；Os preços aumentaram muito este ano.；—
ausência；缺席，缺乏；substantivo feminino；A ausência dele foi notada na reunião.；—
ausentar；離開；verbo；Vou ausentar-me por alguns dias.；ausentar-se de
autêntico；真實的；adjetivo；Este é um autêntico queijo da Serra da Estrela.；—
autonomia；自主權；substantivo feminino；A universidade tem autonomia administrativa.；—
autorizar；授權；verbo；O diretor autorizou a saída mais cedo.；autorizar a
autossuficiente；自給自足的；adjetivo；A quinta é autossuficiente em energia.；—
avançar；前進；verbo；O projeto avançou mais rápido do que esperávamos.；—
avenida；大道；substantivo feminino；Ela mora numa avenida muito movimentada.；—
aventura；冒險；substantivo feminino；A viagem à Amazónia foi uma grande aventura.；—
averiguar；查明；verbo；A polícia está a averiguar o caso.；—
avião；飛機；substantivo masculino；O avião partiu com uma hora de atraso.；—
avisar；通知，警告；verbo；Avisa-me quando chegares a casa.；avisar de
aviso；通知，警告；substantivo masculino；Recebi um aviso de que a conta está bloqueada.；—
avô；祖父；substantivo masculino；O meu avô tem 85 anos e ainda é muito ativo.；—
azedo；酸的；adjetivo；Este limão está muito azedo.；—
azia；胃灼熱；substantivo feminino；Comi demais e agora tenho azia.；—
baforada；一口煙；substantivo feminino；Deu uma baforada de cigarro e olhou para o céu.；—
bagagem；行李；substantivo feminino；A minha bagagem extraviou-se no voo.；—
balanço；平衡，總結；substantivo masculino；Fizemos o balanço do ano e foi positivo.；—
balcão；櫃檯，陽台；substantivo masculino；O empregado do balcão foi muito simpático.；—
balde；桶；substantivo masculino；Enche o balde de água para lavar o chão.；—
banco；銀行，長凳；substantivo masculino；Trabalho num banco desde 2010.；—
banda；樂隊；substantivo feminino；A minha banda favorita vai dar um concerto.；—
bandeira；旗幟；substantivo feminino；A bandeira de Portugal é verde e vermelha.；—
banho；淋浴，洗澡；substantivo masculino；Tomo banho todas as manhãs antes do trabalho.；—
baralhar；打亂；verbo；Baralha as cartas antes de começar o jogo.；—
barba；鬍鬚；substantivo feminino；Ele deixou crescer a barba durante as férias.；—
barraca；帳篷，攤位；substantivo feminino；Montámos a barraca no parque de campismo.；—
barragem；水壩；substantivo feminino；A barragem fornece água a toda a região.；—
bastante；足夠的，相當；adjetivo/advérbio；Há bastante comida para todos.；—
batalha；戰鬥；substantivo feminino；A batalha durou três dias.；—
bater；擊打；verbo；Bate à porta antes de entrares.；bater a
batota；作弊；substantivo feminino；Fazer batota no jogo não é justo.；—
bebedice；醉酒；substantivo feminino；A bebedice dele está a preocupar a família.；—
beber；喝；verbo；Bebo dois litros de água por dia.；—
beira-mar；海邊；substantivo masculino；Temos uma casa na beira-mar.；—
bem-estar；福祉；substantivo masculino；O bem-estar dos funcionários é prioritário.；—
beneficiar；受益；verbo；A população vai beneficiar com as novas medidas.；beneficiar de
benefício；利益；substantivo masculino；Este seguro oferece muitos benefícios.；—
bens；財產；substantivo masculino plural；Ele deixou todos os seus bens à instituição de caridade.；—
berço；搖籃；substantivo masculino；O bebé dorme no berço desde que nasceu.；—
biblioteca；圖書館；substantivo feminino；Passo as tardes na biblioteca a estudar.；—
bicicleta；自行車；substantivo feminino；Vou para o trabalho de bicicleta todos os dias.；—
bicha；排隊，蛇；substantivo feminino；Esperámos na bicha durante uma hora.；—
bingo；賓果遊戲；substantivo masculino；A minha avó adora jogar bingo ao sábado.；—
boca；嘴巴；substantivo feminino；Abre a boca para o dentista ver os dentes.；—
boiar；漂浮；verbo；O barco boiava calmamente no lago.；—
boicotar；抵制；verbo；Os consumidores decidiram boicotar a marca.；—
bolo；蛋糕；substantivo masculino；A minha mãe fez um bolo de chocolate delicioso.；—
bolsa；包，獎學金；substantivo feminino；Ganhei uma bolsa para estudar no estrangeiro.；—
bombeiro；消防員；substantivo masculino；Os bombeiros apagaram o incêndio rapidamente.；—
bondade；善良；substantivo feminino；A bondade dela é conhecida por todos.；—
boné；帽子；substantivo masculino；Usa um boné para te protegeres do sol.；—
boqueirão；鳳尾魚；substantivo masculino；Os boqueirões fritos são uma iguaria algarvia.；—
borda；邊緣；substantivo feminino；Não te sentes na borda do muro.；—
borga；狂歡；substantivo feminino；Fomos à borga ontem à noite e divertimo-nos imenso.；—
botão；按鈕；substantivo masculino；Carrega no botão para ligar o computador.；—
braguilha；褲襠拉鍊；substantivo feminino；A braguilha das calças está aberta.；—
branqueamento；洗白；substantivo masculino；O branqueamento de capitais é crime grave.；—
bravo；勇敢的，生氣的；adjetivo；O cão bravo ladrou aos estranhos.；—
brecha；裂縫，缺口；substantivo feminino；Há uma brecha no muro do jardim.；—
brilhar；發光；verbo；As estrelas brilhavam no céu escuro.；—
brincadeira；玩笑；substantivo feminino；Foi só uma brincadeira, não fiques zangado.；—
broa；玉米麵包；substantivo feminino；A broa de milho é típica do norte de Portugal.；—
bronquite；支氣管炎；substantivo feminino；Ele faltou ao trabalho por causa de uma bronquite.；—
brutal；野蠻的，極好的；adjetivo；O concerto foi brutal! Amei cada minuto.；—
bué；很多，非常；advérbio；Havia bué de gente na festa.；—
bufarinheiro；小販；substantivo masculino；O bufarinheiro vendia castanhas na esquina.；—
buraco；洞；substantivo masculino；Há um buraco na estrada que precisa de ser reparado.；—
burocracia；官僚主義；substantivo feminino；A burocracia atrasou o processo todo.；—
busto；半身像；substantivo masculino；O busto do poeta está na praça principal.；—
cabeça；頭；substantivo feminino；Ele bateu com a cabeça na porta baixa.；—
cabecear；點頭，頂球；verbo；O jogador cabeceou a bola para a baliza.；—
cabide；衣架；substantivo masculino；Pendura o casaco no cabide.；—
cabo；電線，海角；substantivo masculino；Preciso de um cabo USB novo.；—
caçarola；平底鍋；substantivo feminino；Fritei os ovos na caçarola.；—
cacetada；棍擊；substantivo feminino；Levou uma cacetada na cabeça durante o assalto.；—
cadeado；掛鎖；substantivo masculino；Pus um cadeado na porta do armazém.；—
cadeira；椅子；substantivo feminino；Senta-te na cadeira ao lado da janela.；—
caderno；筆記本；substantivo masculino；Escreve as ideias no caderno.；—
caducar；到期；verbo；O meu passaporte caduca no próximo mês.；—
cafeína；咖啡因；substantivo feminino；Evito cafeína depois das seis da tarde.；—
cair；掉下，跌倒；verbo；Cuidado para não caíres no chão molhado.；cair em
caixa；盒子，收銀台；substantivo feminino；Paguei as compras na caixa automática.；—
caixeiro；店員；substantivo masculino；O caixeiro ajudou-me a escolher o vestido.；—
calamidade；災難；substantivo feminino；A seca foi uma calamidade para a agricultura.；—
calcanhar；腳跟；substantivo masculino；As sandálias magoam-me o calcanhar.；—
calcinhas；女內褲；substantivo feminino plural；Comprei calcinhas novas na loja.；—
calculadora；計算機；substantivo feminino；Usa a calculadora para fazer as contas.；—
calcular；計算；verbo；Calcula o custo total da viagem.；—
calendário；日曆；substantivo masculino；Marquei a consulta no calendário.；—
calhar；碰巧；verbo；Calhou de eu estar lá naquele momento.；calhar a
calmo；平靜的；adjetivo；O mar está muito calmo hoje.；—
calor；熱；substantivo masculino；Faz muito calor no verão algarvio.；—
caloria；卡路里；substantivo feminino；Este bolo tem muitas calorias.；—
cama；床；substantivo feminino；Vou para a cama cedo hoje.；—
câmara；相機，議會；substantivo feminino；A câmara municipal aprovou o projeto.；—
caminhada；徒步旅行；substantivo feminino；Fizemos uma caminhada de dez quilómetros.；—
caminho；路；substantivo masculino；Qual é o caminho mais curto para a praia?；—
camioneta；長途汽車；substantivo feminino；Vou de camioneta para o Porto.；—
